"id","title","institution","grant_type","coinvestigators","subpanel","budget","duration"
"2011/01/B/ST8/06579","Niekonwencjonalnie zbrojone elementy betonowe o podwyższonej odporności udarowej","POLITECHNIKA KOSZALIŃSKA","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","ST8   - Inżynieria procesów i produkcji: projektowanie wyrobów, projektowanie i sterowanie procesami produkcji, konstrukcje i procesy budowlane, inżynieria materiałowa, systemy energetyczne, m.in.:","Przyznana kwota: 140 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/ST2/02450","Wydajność detektorów luminescencyjnych na protony dla pomiarów dawki promieniowania kosmicznego na orbicie Ziemi oraz w dozymetrii wiązek akceleratorowych","Instytut Fizyki Jądrowej im. Henryka Niewodniczańskiego PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST2   - Podstawowe składniki materii: fizyka cząstek elementarnych, jądrowa, plazmy, atomowa, molekularna, gazów i optyczna, m.in.:","Przyznana kwota: 172 900 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/HS4/03694","Wpływ globalnych procesów ekonomicznych na rozwój lokalny","Instytut Geografii i Przestrzennego Zagospodarowania im. S. Leszczyckiego PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 195 500 PLN","Czas trwania projektu: 30 miesięcy"
"2011/03/B/HS2/02320","Wojna i pokój. Historia w twórczości Andreia Makine'a","Uniwersytet Wrocławski, Wydział Filologiczny","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 25 870 PLN","Czas trwania projektu: 18 miesięcy"
"2011/01/B/HS4/04744","Efektywność inwestycji w płynność finansową przedsiębiorstwa","Uniwersytet Ekonomiczny we Wrocławiu, Wydział Zarządzania, Informatyki i Finansów","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 97 000 PLN","Czas trwania projektu: 29 miesięcy"
"2011/01/B/HS4/04727","Mobilność kapitału ludzkiego a rozwój polskich regionów - teoria, model empiryczny i implikacje dla polityki publicznej","Uniwersytet Warszawski, Instytut Ameryk i Europy","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 307 900 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/HS4/05088","Społeczna odpowiedzialność przedsiębiorstw sektora TSL w Polsce - diagnoza i przyszłe wyzwania","UNIWERSYTET SZCZECIŃSKI, Wydział Zarządzania i Ekonomiki Usług","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 70 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/04733","Kapitał społeczny jako warunek tworzenia się grup producentów rolnych w Polsce","Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Wydział Nauk Ekonomicznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 152 490 PLN","Czas trwania projektu: 25 miesięcy"
"2011/03/B/ST4/01351","Badania w kierunku (astro)chemii naładowanych wielopierścieniowych węglowodorów aromatycznych.","Uniwersytet Łódzki, Wydział Chemii","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 3","ST4   - Chemia analityczna i fizyczna: chemia analityczna, metody teoretyczne w chemii, chemia fizyczna/fizyka chemiczna, m.in.:","Przyznana kwota: 95 500 PLN","Czas trwania projektu: 18 miesięcy"
"2011/01/B/HS4/04750","Wpływ preferncji do ryzyka na wycenę społecznych korzyści płynących z zapobiegania pożarom lasów w Polsce.","UNIWERSYTET WARSZAWSKI, WYDZIAŁ NAUK EKONOMICZNYCH","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 119 280 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/04758","Hybrydowe modele predykcyjne w marketingu relacji","Uniwersytet Ekonomiczny w Krakowie, Wydział Zarządzania","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 77 620 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS5/02599","Stosowanie instytucji rozprawy przez organy administracji publicznej w postępowaniu podatkowym","Uniwersytet w Białymstoku, Wydział Prawa","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 43 140 PLN","Czas trwania projektu: 12 miesięcy"
"2011/01/B/HS4/04759","Proces różnicowania działalności handlowej w procesach rozwoju ekonomicznego - aspekty teoretyczne i międzynarodowe empiryczne analizy porównawcze","Politechnika Gdańska, Wydział Zarządzania i Ekonomii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 91 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST1/05137","Dyskretyzacje układów dynamicznych zachowujące całki ruchu","Uniwersytet w Białymstoku, Wydział Fizyki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","ST1   - Nauki matematyczne: wszystkie dziedziny matematyki, teoretyczne oraz stosowane a także podstawy matematyczne informatyki, fizyka matematyczna i statystyka matematyczna, m.in.:","Przyznana kwota: 55 900 PLN","Czas trwania projektu: 26 miesięcy"
"2011/01/B/HS4/04795","Dogonić nowowczesność. Sukcesy i niepowodzenia polityki modernizacji na ziemiach polskich od roku 1800 do dziś","Uniwersytet Warszawski, Wydział Nauk Ekonomicznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 138 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/03/B/HS5/00822","Unia Europejska wobec regionu śródziemnomorskiego: między polityką wspólną a interesami państw członkowskich","Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 6","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 105 638 PLN","Czas trwania projektu: 19 miesięcy"
"2011/01/B/HS4/04796","Deskrypcja modelu zarządzania jakością w sektorze publicznym","Politechnika Opolska, Wydział Ekonomii i Zarządzania","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 2","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 285 906 PLN","Czas trwania projektu: 28 miesięcy"
"2011/01/B/HS4/04797","Terytorialne zróżnicowanie umieralności w Polsce","SZKOŁA GŁÓWNA HANDLOWA","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 173 125 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/06302","Transfer wiedzy i dyfuzja innowacji, jako źródło konkurencyjności przedsiębiorstw przemysłu spożywczego w Polsce","Uniwersytet Ekonomiczny w Krakowie, Wydział Ekonomii i Stosunków Międzynarodowych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 21","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 97 400 PLN","Czas trwania projektu: 24 miesięcy"
"2012/05/B/HS4/04199","Identyfikacja i pomiar kosztów zmiany dostawcy na rynkach z efektami sieciowymi metodą modelowania preferencji zadeklarowanych.","Uniwersytet Warszawski, Wydział Nauk Ekonomicznych","Konkurs: OPUS 3  - ogłoszony 2012-03-15","Liczba wykonawców projektu: 2","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 46 240 PLN","Czas trwania projektu: 12 miesięcy"
"2011/01/B/HS4/04800","Perspektywa eksploatacji złóż gazu łupkowego w Polsce w świetle koncepcji ""przekleństwa zasobów naturalnych""","Uniwersytet Łódzki, Wydział Ekonomiczno-Socjologiczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 225 900 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/ST8/07283","Model pełzania fałdu skórnego z obrzękiem limfatycznym - wykorzystanie danych z fałdomierza i elastografii","Uniwersytet Kazimierza Wielkiego, Wydział Matematyki, Fizyki i Techniki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST8   - Inżynieria procesów i produkcji: projektowanie wyrobów, projektowanie i sterowanie procesami produkcji, konstrukcje i procesy budowlane, inżynieria materiałowa, systemy energetyczne, m.in.:","Przyznana kwota: 261 250 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/04808","Innowacyjność organizacji sieciowych w gospodarce opartej na wiedzy","Szkoła Główna Handlowa, Kolegium Zarządzania i Finansów","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 163 500 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/04815","Ostatni rok życia Europejczyka - analiza warunków społeczno-ekonomicznych końca życia i determinanty umieralności na podstawie danych SHARE w latach 2005-2010","Uniwersytet Warszawski, Wydział Nauk Ekonomicznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 2","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 105 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/04810","Synergia a kapitał społeczny współczesnych organizacji","Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach, Wydział Zarządzania","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 173 440 PLN","Czas trwania projektu: 26 miesięcy"
"2011/01/B/ST10/00513","Wpływ wód kopalnianych z odkrywek węgla brunatnego na zmiany jakości i stanu ekologicznego wód oraz chemizmu osadów rzecznych w aspekcie zróżnicowanego czasu oddziaływania","Uniwersytet Przyrodniczy w Poznaniu, Wydział Melioracji i Inżynierii Środowiska","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 97 500 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/04812","Wartości i preferencje polskich gospodarstw domowych na rynku zintegrowanym. Pomiar, analiza i ewaluacja","Uniwersytet Ekonomiczny w Krakowie, Wydział Zarządzania, Katedra Analizy Rynku i Badań Marketingowych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 10","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 282 625 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/ST7/04498","Propagacja fal ultradźwiekowych w kościach gąbczastych. Identyfikacja mechanizmów tłumienia i dyspersji fal oraz wpływu makroskopowej niejednorodności ośrodka na parametry falowe.","Uniwersytet Kazimierza Wielkiego, Wydział Matematyki, Fizyki i Techniki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","ST7   - Inżynieria systemów i komunikacji: elektronika, komunikacja, optoelektronika, m.in.:","Przyznana kwota: 250 000 PLN","Czas trwania projektu: 26 miesięcy"
"2011/03/B/HS2/02311","Poetyka kina queer","Uniwersytet Jagielloński, Wydział Zarządzania i Komunikacji Społecznej","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 45 630 PLN","Czas trwania projektu: 18 miesięcy"
"2011/01/B/ST7/06571","Transparentna elektroda emiterowa do aplikacji fotowoltaicznych, wykonana na bazie nanorurek węglowych.","Politechnika Łódzka, Wydział Elektrotechniki, Elektroniki, Informatyki i Automatyki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","ST7   - Inżynieria systemów i komunikacji: elektronika, komunikacja, optoelektronika, m.in.:","Przyznana kwota: 256 100 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/04988","Wpływ redukcji emisji CO2 na funkcjonowanie sektorów biopaliw transportowych w Polsce.","Szkoła Główna Gospodarstwa Wiejskiego w Warszawie","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 98 800 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS6/03135","Rola płynność przetwarzania i łatwość kategoryzacji ekspresji emocjonalnej na oceny i sądy społeczne","SWPS Uniwersytet Humanistycznospołeczny z siedzibą w Warszawie, Wydział Psychologii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","HS6   - Człowiek i życie społeczne: psychologia, pedagogika, socjologia, m.in.:","Przyznana kwota: 99 200 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/05114","Kierunki zmian w procesach oszczędzania gospodarstw domowych - perspektywa międzynarodowa","Wyższa Szkoła Finansów i Zarządzania w Warszawie, Wydział Zarządzania i Finansów","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 2","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 59 400 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/HS5/02605","Środki karne jako instrument polityki kryminalnej","Uniwersytet w Białymstoku, Wydział Prawa","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 54 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/05194","Interakcje przestrzenne i efekty zewnętrzne zmian użytkowania ziemi na obszarach metropolitalnych Polski","INSTYTUT GEOGRAFII I PRZESTRZENNEGO ZAGOSPODAROWANIA PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 286 000 PLN","Czas trwania projektu: 32 miesięcy"
"2011/01/B/ST7/06166","Warunki osiągnięcia inwersji obsadzeń i maksymalizacji wzmocnienia światła żółtego i czerwonego w domieszkowanych kryształach krzemianów pompowanych diodą laserową InGaN/GaN","Instytut Niskich Temperatur i Badań Strukturalnych im. Włodzimierza Trzebiatowskiego PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 16","ST7   - Inżynieria systemów i komunikacji: elektronika, komunikacja, optoelektronika, m.in.:","Przyznana kwota: 487 500 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/05200","Integracja i transfer wiedzy z organizacji naukowych i badawczych do przedsiębiorstw","Uniwersytet Łódzki, Wydział Zarządzania","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 144 815 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/ST5/06386","Stabilność strukturalna i chemiczna nanocząstek mieszanych tlenków Ce1-xLnxO2-y (Ln - lantanowiec) na podłożach tlenkowych.","Instytut Niskich Temperatur i Badań Strukturalnych im. Włodzimierza Trzebiatowskiego PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:","Przyznana kwota: 243 790 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/05232","Modelowanie wpływu inwestycji w infrastrukturę transportu na środowisko naturalne","Uniwersytet Szczeciński, Wydział Nauk Ekonomicznych i Zarządzania","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 60 530 PLN","Czas trwania projektu: 18 miesięcy"
"2011/01/B/ST7/06194","Badania oraz modyfikacje laserem CO2 własności nieliniowooptycznych szkieł, ceramik oraz monokryształów chalkogenkowych dla transmisji, detekcji oraz sterowania parametrami sygnałów w zakresie podczerwieni 1-12 mikrometrów","POLITECHNIKA CZĘSTOCHOWSKA","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","ST7   - Inżynieria systemów i komunikacji: elektronika, komunikacja, optoelektronika, m.in.:","Przyznana kwota: 182 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/05445","Profesjonalizacja struktur nadzoru w firmach rodzinnych","Akademia Leona Koźmińskiego","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 74 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/05502","Nordycki model równoważenia finansów publicznych i osiągania stabilności społecznej","Uniwersytet Gdański, Wydział Ekonomiczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 285 120 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS5/00509","Czarna lista nieuczciwych praktyk handlowych a granice prawa zwalczania nieuczciwej konkurencji w Unii Europejskiej - analiza prawnoporównawcza","Uniwersytet Łódzki, Wydział Prawa i Administracji","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 94 280 PLN","Czas trwania projektu: 20 miesięcy"
"2011/01/B/ST8/03488","Numeryczna analiza aerodynamiczna i aeroakustyczna pracy stopni turbinowych pod względem oceny strat przepływowych","Politechnika Śląska, Wydział Inżynierii Środowiska i Energetyki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","ST8   - Inżynieria procesów i produkcji: projektowanie wyrobów, projektowanie i sterowanie procesami produkcji, konstrukcje i procesy budowlane, inżynieria materiałowa, systemy energetyczne, m.in.:","Przyznana kwota: 242 500 PLN","Czas trwania projektu: 27 miesięcy"
"2011/01/B/HS4/05924","Metodologia tworzenia systemu mierników jakości usług medycznych świadczonych przez szpitale","Uniwersytet Ekonomiczny we Wrocławiu, Wydział Zarządzania, Informatyki i Finansów","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 66 492 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/HS4/06216","Banki a cykle koniunkturalne","Uniwersytet Ekonomiczny w Poznaniu, Wydział Towaroznawstwa","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 222 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/03/B/HS1/00917","Interakcja językowa jako źródło normatywnych stanów rzeczy. Ujęcie naturalistyczne","UNIWERSYTET SZCZECIŃSKI, Wydział Humanistyczny","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 2","HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:","Przyznana kwota: 64 600 PLN","Czas trwania projektu: 18 miesięcy"
"2011/01/B/HS4/06220","Ekonomiczne uwarunkowania produkcji bioenergii w gospodarstwach rolnych","Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Wydział Nauk Ekonomicznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 275 080 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/HS4/06247","Ekologiczno-krajobrazowy wymiar urbanizacji terenów wiejskich Obszaru Metropolitalnego Warszawy","Instytut Geografii i Przestrzennego Zagospodarowania im. S. Leszczyckiego PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 54 718 PLN","Czas trwania projektu: 18 miesięcy"
"2011/01/B/ST10/06479","Mikroskamieniałości o cechach eukariotycznych z archaiku Afryki Południowej i ich znaczenie dla reinterpretacji wczesnej biosfery Ziemi","Instytut Paleobiologii im. Romana Kozłowskiego PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 142 500 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/ST7/06801","Analiza naprzemienności załamka T w wektokardiogramach wysokiej rozdzielczości dla oceny ryzyka wystąpienia arytmii komorowej serca.","Instytut Biocybernetyki i Inżynierii Biomedycznej im. Macieja Nałęcza PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","ST7   - Inżynieria systemów i komunikacji: elektronika, komunikacja, optoelektronika, m.in.:","Przyznana kwota: 325 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/06543","Zarządzanie rozwojem przedsiębiorstwa w aspekcie antycypacji kryzysów wzrostu","Uniwersytet Ekonomiczny we Wrocławiu, Wydział Inżynieryjno-Ekonomiczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 122 750 PLN","Czas trwania projektu: 24 miesięcy"
"2011/03/B/HS4/01160","Ekonomiczne i przestrzenne skutki wprowadzenia podatku od wartości nieruchomości w Polsce na przykładzie Krakowskiego Obszaru Metropolitarnego","Uniwersytet Ekonomiczny w Krakowie, Wydział Ekonomii i Stosunków Międzynarodowych","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 2","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 94 235 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS4/06630","Marketing interaktywny z wykorzystaniem eksploracji internetowych sieci społecznych","Szkoła Główna Handlowa w Warszawie","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 195 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/NZ9/03169","Zintegrowany system informatyczny wspomagający wyznaczanie i analizę geometrycznych, cieplnych i dyfuzyjnych właściwości wybranych produktów rolno-spożywczych i drzewnych","Uniwersytet Przyrodniczy w Poznaniu, Wydział Rolnictwa i Bioinżynierii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","NZ9   - Stosowane nauki o życiu: rolnictwo, leśnictwo, ogrodnictwo, rybactwo, żywienie i żywność, biotechnologia środowiskowa, m.in.:","Przyznana kwota: 192 400 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/HS4/07572","Rozwój sektora usług profesjonalnych - umiędzynarodowienie, usieciowienie i dyfuzja wiedzy","Uniwersytet Ekonomiczny w Katowicach, Wydział Zarządzania","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 194 250 PLN","Czas trwania projektu: 24 miesięcy"
"2012/05/B/NZ6/01012","Izoprostany w kondensacie powietrza wydechowego po wziewnym podaniu aspiryny u chorych na astmę oskrzelową z nadwrażliwością na aspirynę i bez niej.","Uniwersytet Jagielloński- Collegium Medicum, Collegium Medicum, Wydział Lekarski","Konkurs: OPUS 3  - ogłoszony 2012-03-15","Liczba wykonawców projektu: 8","NZ6   - Immunologia i choroby zakaźne ludzi i zwierząt: odporność, choroby immunologiczne, immunoterapia, choroby zakaźne i inwazyjne, mikrobiologia, transplantologia, alergologia m.in.:","Przyznana kwota: 333 950 PLN","Czas trwania projektu: 18 miesięcy"
"2011/03/B/NZ9/05338","Wpływ lignanów na biomasę i profil toksynotwórczy Fusarium graminearum.","Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Kształtowania Środowiska i Rolnictwa","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 2","NZ9   - Podstawy stosowanych nauk o życiu: rolnictwo, leśnictwo, ogrodnictwo, rybactwo, żywienie i żywność, biotechnologia środowiskowa, m.in.:","Przyznana kwota: 315 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/03/B/HS4/04417","Kompetencje konsumentów jako stymulanta innowacyjnych zachowań i zrównoważonej konsumpcji","Instytut Badań Rynku, Konsumpcji i Koniunktur","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 6","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 218 838 PLN","Czas trwania projektu: 24 miesięcy"
